ID,hc_related,description
416,0,Senior R&D Engineer 
417,1,"clinical Nurse consultant-Multifaceted Women's Health Clinician, Choreographer, Equine Enthusiast and Artist. "
418,1,"School Nursing, Knitting, Genealogy Research"
419,1,junior doctor. optimist.
420,1,"Cancer immunologist, MD PhD candidate "
421,1,Kind soul floating in a cold world.  Medicine Cardiology Books Music Politics Arts Medicine
422,1,Integrative biology and physiology doctoral student in 
423,1,Located in Fairmont WV. Serving WV's at-risk children and families with substance abuse and other behavior disorders. Thanks for the follow!
424,1,Medicine @ Aga Khan University #2020
425,0,"Auberge & Spa Le Refuge offers world class full featured scandinavian spa, accommodations & dining. Pamper yourself-the perfect getaway to relax & recharge!"
426,0,"Breast cancer survior, single mom, reiki and crystal healer."
427,1,Finding nurses and healthcare professionals to join our Stanford Health family 
428,0,We sweep parking lots & streets. 35 years in business. We also do junk removal & dumpster & debris bin service. 619-264-8829
429,0,Pray and pray
430,0,"Informacin actual en medicina de las principales revistas mdicas en espaol.
"
431,0,i am a cool person like making friends......follow me and i follow you back.......
432,0,abriendo nuevos caminos.
433,1,"Lahoubi Yasmine Sana MD , "
434,0,Professional Guidance for Match and Post Match.   Get your FREE 2017 Match readiness evaluation NOW: 
435,0,The price of existence is eternal warfare!
436,0,"Wife. Mom. Runner. Entrepreneur. Proud Riverdale, NY Resident."
437,0,"Neurologo y neuroapasionado: 100.000.000.000 de fascinantes cosas para estudiar, y subiendo....."
438,1,"We make life easier for the molecular biologist with a Mac! Beautiful plasmid maps, simple primer design, drag and drop cloning and much, much more!"
439,0,eCommerce Entrepreneur | Paterfamilias | CEO 
440,1,"Passionate about improving patient outcomes with providers, payers, industry, and communities. My opinions are my own."
441,0,"Lawyer turned life coach, wife to "
442,1,Dedicated to improving knowledge through positive communication in health care and business.
443,0,INTERESTINGLY DIVAVICIOUS!!
444,1,"           Dermatologist, Aesthetic Medicine, Cosmeceuticals Expert. Non Surgical Body Shaping"
445,0,  -         !!          !!
446,0,"Mdico Internista-Dermatloga. Clnica Avicena-Caurimare al lado de la clnica Metropolitana: lunes,mircoles y jueves 2-6 pm, tlf: 0212 985-5278 / 9855133"
447,0,Just me
448,0,Features Editor 
449,1,"Peace Medicine uses Holistic Medicine, Nutrition, Preventive Medicine, Stress Management, Mind Body concepts in healing, Chinese Medicine, and Spiritual healing"
450,1,"Patients Safety champion for WHO, chair of Organ Donation Committe for Acute Trust, and an avid supporter of patient involvement in Healthcare"
451,1, Health Coach | Certified Personal Trainer 
452,1,Pediatric Cancer Foundation raises funds for 
453,0,Student at American river college. Business/Real estate. New Page: 
454,1,Functional Medicine Nutritionist
455,0,"u already know, happily married"
456,0,At the 
457,1,"Clinical Diagnostic Health Care & Advanced Medicine -
Imaging,Clinical Laboratory, Industrial Laboratory, Microbiological Analysis, Molecular Laboratory"
458,0,I'm LoriAnn Grochala and I make Para Cord KEYCHAINS to help raise money for Charities. For more info please visit 
459,1,"We are a graphic design firm that specializes in producing high-quality, user friendly visitor maps for healthcare facilities. "
460,1,Dedicated to lowering healthcare costs and enabling 
461,1,Providing tools and services for lasting health right at your doorstep.
462,1,"Doing some research. Getting older and need to find out how to live in a healthy way. Have some med issue, need answers."
463,0,Organization of public/private construction project owners  our aim is to educate/foster info sharing on issues/trends related to project mgmt
464,0,hard liquor mixed with a bit of intellect  wsdc company 
465,0,"Help Team Rockstar DC and Team Rockstar Boston Make a Difference! 
When my fears dissolved, life began to happen. Jen Goodman Linn, Fdr, Cycle4Survival"
466,0,Leading global supplier of apheresis products & customized 
467,0,ok Sakin ve Huzurlu
468,1,"Delaware attorney, title agent and lobbyist. Chambers rated in land use. Delaware Today Top Lawyer in land use and healthcare"
469,1,"Hello, my name is Adrianna Castillo. I am a Senior at Arizona State University majoring in Health Sciences."
470,0,"Hello!  I love to write, help others ,sing, do art, music, kids,culture, & fascinated by nature.
I am a Rec/ ADL Coach & VO Artist & Singer!"
471,0,East Coast girl in the desert.
472,0,Born and lives in Bamenda Cameroon.
473,0,"Humble,outgoing,married."
474,1,The latest buzz around epigenetic research. Purely my own views as a science graduate fascinated with the subject.
475,0,I am myself and nobody else -       -
476,0,Can a village sometimes have two idiots?
477,1,"School Nurse at Lawson Early Childhood School, a job that is so rewarding. Mom of two beautiful girls I love and happily married for 25yrs to my BFF!"
478,0,ALL I NEED IS MY FAMILY & GOD :) 
479,0,"Offering expertise services for the independent operator, manufacturer, distributor. Our FSA team of industry professionals will show you how ""profit is served"""
480,1,Management Professional in clinical research. Political junkie and social justice troll via twitter. Son of Africa and resident of America.
481,0,Proud Naynay of my two grandkid.
482,0,Senior Manager 
483,1,Hospitalists striving for Global Health Equity.  We are committed to changing the paradigm of how American medicine engages in 
484,1,"Bolivian, Physician-MD, Anesthesiology Resident, Apple addict and a huge FC BARCELONA fan!!!"
485,0,Estudante de ensino mdio!
486,1,UT College of Nursing || medthusiast + future RN 
487,0,Bold and un-apologetically passionate leader. Former Deputy Campaign Manager. Political Consultant. Tweets are my own.
488,0," Epilepsy Ambassador
"
489,1," empowers patients by providing them with a list of questions, designed by  providers and patients alike, before undergoing a procedure."
490,0,"Forrester Construction. Keep Building.
"
491,0,Certified Yoga Instructor since 1996.
492,0,INSEEC MSc & MBA Paris | 
493,1,"Family Medicine Resident
KFUH"
494,0,Woke and pissed.
495,0,Amante de la buena msica y de un buen libro
496,0,An Italian bumpkin picking berries in the fields of Tuscany.
497,0,Jah Man
498,1,"PhD Clinical Psychology, BSc Psych Honours (ANU). Attempting 6 World Marathon Majors - NYC 2015, Chicago 2016, Tokyo 2017, Berlin 2018, Boston 2019 (BQed)"
499,1,Passionate about solving healthcare's biggest challenges. Founder & CEO of 
500,0,enfermera
501,0,"Kuru ineleme, refleksoloji, ortopedik manuel terapi, klinik modifiye  pilates, rehabilitasyon, zel egitim, diyet ve beslenme danismanligi  | Fzt. Natali KAZAN"
502,0,Broker/Owner-Ocala Real Estate Office. Almost 30 lively years of real estate experience.  Blessed to be the mother of three awesome sons. Pictured with my Mom.
503,1,"Let us help light the way as.. Healing is Art, Medicine is Science & Health Care is Business!"
504,1,"internal medicine specialist,kidney doctor,"
505,0,"Red Oktoberfest!
Atatrk.
T naat since 2k16"
506,0, is the website of southern California based fine art photographer Gregg Stewart.
507,0,Pediatra Intensivista
508,0,Solutions Advisor 
509,1,"Official Brooke Army Medical Center Twitter. Maintaining patient trust by being available, accessible and accountable.(Following does not=endorsement)"
510,1,"Avid gardener, writer, author of The Year of the Cicadas, wife, mother, grandmother, cookie baker and an advocate of families suffering from TBI's."
511,0,"Price Matching, Couponing & Saving!"
512,0,Loyal to the end! Loving life & taking care of business 
513,0,Don't get me wrong
514,1,The Glaucoma Foundation's mission is to develop a cure for glaucoma through innovative research and collaboration.
515,1,Radiation Oncologist
516,1,The statewide association for Michigan's bio-industry.
517,1,"We support health information collaboration among regional libraries, information centers and community-based organizations in AK, ID, MT, OR and WA"
518,0,President of 
519,1,Pharmacist Owned and Operated.  The Corbin family has been in independent pharmacy since 1922.  Kings Pharmacy always a familiar face and ready to serve you.
520,1,"Los Angeles Carcinoid Neuroendocrine Tumor Society. Non-profit dedicated to helping those affected by cancer with education, support, awareness, the healing art"
521,0,"I'm Kl, if you're cool, then we're Cl...:-D"
522,0,"PE/VC, Commercial Real Estate, Run, Golf, Ski, Read, Recycle, Foodie, MBA/PLD"
523,1,"Leading Supplier of Orthopaedic Medical & Rehab Equipment to the Las Vegas, Nevada Metropolitan Area since 1999."
524,1,"Public relations consulting-healthcare, business, education, non-profit. "
525,0,A Texan transplanted from Tennessee.  Retweets & Favorites are not endorsements.
526,0,Life is all about a good attitude.
527,1,"Championing a health care system that works for patients. Your patient or caregiver story can lead to change, join us! "
528,0,"Business Consultant, Mom, Traveler, Music & wine lover, Problem-solver. Dabbles in world politics."
529,0,"Luke 4:40 All those who had any who were sick with various diseases brought them to Him, and He laid His hands on each one of them, and healed them
"
530,1,"At P.W. Minor, we are shoemakers.  We understand that you want comfort, fit, and style in your footwear.  And we are committed to your health and wellness."
531,1,Health Communication Professional
532,1,Dentist - LA
533,1,"ISMPP is a not-for-profit society for medical publication professionals, with over 1500 members involved in publication of medical research."
534,0,"Quand-on est amoreux, on est en danger... C'est a que me plat (YSL)
Expier n'est pas effacer (Balzac)"
535,1,Journalist. Fan. Teacher. Comedian. Healthcare Communications.
536,0,Gaspar un tipo serio. Kasperin un personaje...
537,1,"I work at the intersection of education and health care innovation, serving the amazing staff and patients of CareMore. Priors: STAT, NYT, etc."
538,1,Jojo's Chocolate Hope; creating Chocolate For A Cure! Help us in our passionate fight against cancer to bring hope to those in need throug organic chocolate!
539,1,"consultant cardiothoracic anaesthetist, Papworth Fellow, FRCA, FFICM, BSE, Royal Infirmary, Stoke. Love cricket and tennis. Liked and retweets not endorsed"
540,0,"Mdico Cirujano, Profesor, Anatomista (AACA, AAA, SMA, APA), Investigador Clnico, AD&D DM. Catlico."
541,1,Orthopedic surgeon traumatologist
542,0,"Your perspective influences your perception, not the other way around."
543,0,Noce Soii Timiido
544,1,"Life Science Executive and Entrepreneur,ex BD Biosciences, ex Invitrogen, ex Life Technologies, current board member Celsee, Biological Dynamics, Roswell Bio"
545,1,"Football Wife, Football Life. Hemophilia Mom/Advocate. Southern Miss alum. "
546,1,Cancer Post created to serve as an Information Source for those Fighting Cancer and Needs Help Financially! Support throughout the Process!!
547,0,Ikaw Lang Sapat Na 
548,0,"Whatever you need to do to be happy,do it. Life's short. Spend it chasing dreams and goals, not problems. Lifelong learner. Becoming the person I want to meet."
549,0,Dr en Medecine veterinaire et MA en Business Economique
